holiday%1:28:00::,"[ -0.66406249   1.3673597   -0.16227974   0.19560666   0.64571971
   1.85152971  -1.39442405   1.69556025   0.03603537  -1.10084715
   1.35922547  -1.06434304   0.14124288  -1.21830075   0.19794468
  -3.72735216   1.87212801   0.97426018  -1.60317051   2.47822884
   1.31198186   1.51828282  -0.615729    -1.69052347   0.80419992
  -0.06276507  -0.74264615  -2.00567752   0.10216579  -0.55704521
  -2.71538087   1.39357466  -1.3839969   -1.35355828  -0.80968753
   3.08464647  -1.0544232    2.87333306  -1.84479242  -1.41312327
  -1.89689473  -1.92087319   0.14989834  -0.52509927  -0.01332624
   0.11847491   0.5147744   -0.33708009   2.68283622  -2.96319031
   0.85792117  -1.02259119   0.51550477   5.33136654  -0.04759004
 -11.27032042  -0.09534049  -1.58709364   8.97598839   1.61507749
   0.11804547   4.15424683  -0.29588946  -0.22034717   2.70259249
   1.61990882   2.60326809  -0.44825908   2.25805711  -1.01363361
  -0.57899939  -1.31791882   1.23781575  -2.23150952  -0.36776884
   0.67068164  -0.27330236  -0.66530941  -2.77958147   0.02560008
   0.13079296   1.31606933  -1.03344345   2.27920742  -6.40244707
  -0.28593155  -1.61012447  -0.56409377  -1.32697247  -1.62815948
  -1.05235593  -1.47715123   2.9701998   -1.10619381  -2.20081716
  -0.9518911   -0.88860912  -0.99541217   3.81081876   1.04966458]"
package_holiday%1:04:00::,"[ -1.45226349e+00   1.02187473e+00   8.83078202e-01  -7.94107122e-01
   1.48529157e+00  -4.26317005e-01   1.18953890e-01   2.85579788e+00
  -8.43194085e-01  -3.83289588e-01   7.03512007e-01  -1.32352163e+00
   1.39084767e+00   7.80283954e-01   1.19616278e+00  -1.48056629e+00
   1.26476379e+00  -2.31395715e-01  -2.41237217e+00   1.00192986e+00
   1.04675495e+00  -2.18877799e-01   1.01027080e+00  -5.72371158e-01
  -4.46050622e-02  -6.36217920e-01  -5.26239976e-01  -2.02072164e+00
  -1.95197745e+00  -1.38939492e+00  -1.39712430e+00   1.94475530e+00
  -9.18375864e-01  -6.58874164e-01   7.86416217e-01   2.86961312e+00
   7.98945543e-01   2.02859927e+00  -1.37245225e+00  -9.56568272e-01
  -4.66114407e-01  -1.22630752e+00   1.07543546e+00  -6.35535912e-01
   1.54316894e+00   3.30965121e-01  -1.32213178e+00  -1.86301446e+00
   9.05072896e-01  -3.30571444e+00   1.00799006e+00   6.10029384e-03
   6.33210936e-01   3.23448474e+00  -4.80062844e-01  -1.04362300e+01
   5.47333864e-01  -1.92331449e-01   8.84964215e+00   2.13273964e+00
  -1.35432096e+00   1.64360874e+00   1.77016373e-01  -9.06046733e-01
   2.45122692e+00  -1.37549931e+00   1.55215749e+00   3.52920291e-01
   3.17561006e+00  -1.64644011e+00  -2.26879146e+00  -1.90081190e+00
  -8.77793393e-01  -1.75920497e+00   9.83186424e-01   5.23740352e-01
   6.12811496e-01  -2.51495663e-01  -4.41952958e+00  -1.69405803e+00
   2.46254578e+00   8.71433896e-01  -6.84812766e-01   5.87084851e-01
  -5.36277742e+00  -9.32547946e-02   5.23362809e-01  -3.48096213e-01
  -1.31738639e+00  -1.83063289e+00  -9.55825195e-01  -3.43190558e-01
  -6.37846871e-03  -1.84929216e+00  -1.64082810e+00   3.93427137e-01
  -2.20029867e-01  -4.56851378e-01   3.82250524e+00   6.87290465e-01]"
holiday%1:28:01::,"[  0.06179863   0.26519022  -0.27449996  -1.351632     0.88421008
   1.40749457  -0.58278172   2.321084    -1.46887764   0.16946411
  -0.44597758  -0.87267043   2.32876847   0.83476081  -0.06373824
  -1.26521278   2.04307897  -0.02699853  -1.62527189   0.27143999
   0.72297837  -1.09364945   2.12424273   0.74261208   2.33920141
  -1.07092366  -1.23788166  -2.38448573  -1.00531399  -0.03228706
  -0.89096141   1.93995454  -1.61446458  -0.12033691  -0.79734301
   1.42174156  -0.01711774  -0.26695213  -0.61503279  -0.75873239
  -2.11508876  -0.84666657   1.79246025  -0.56705665  -0.51090149
  -0.94486586  -0.14792754  -1.76629771   0.36653492  -3.04321039
   0.81849168  -0.75250979   0.2974506    4.68993173  -2.30797534
 -10.11754339  -0.76299062  -0.6160949    9.08324545   2.44752219
  -0.43493038   1.97151313  -0.51159679   0.09332505   2.46931225
   0.01316972   1.28938685   1.01366702   0.96319971  -0.80982198
  -0.74736491  -1.26025748   0.17118311  -0.64722545   0.56417385
   0.37388315  -0.03147077   0.47672469  -4.24418764  -0.11603824
   2.3895105   -0.94542113  -1.19489592   0.73186744  -5.63554351
   0.54785812   0.68912366  -1.36268464  -0.04038988  -1.99825606
  -0.95656552  -1.43694943  -1.18687066   0.88526782  -1.09519419
   0.56713839  -0.65053505  -1.95049429   2.82431344   0.11978017]"
holiday_resort%1:15:00::,"[ -0.9068823   -1.95762129   1.24430563   2.32855713  -0.47883894
   1.58323169  -0.05640233   4.28030054   0.31001313   0.84307082
   1.01639055  -0.47059617   1.33169932   0.06555861   0.13442147
  -1.44605827   2.23535161  -1.04623215  -4.06809082   0.61968138
   1.9975245    2.43843231   0.26703498  -1.09767839  -1.76467162
  -1.72746093  -0.10960074  -2.10352491  -2.99260502  -1.91278668
  -1.12127329   0.64613757   2.30309415   2.40416237   2.28656007
   1.80544066   0.51192527   1.25292321   1.30772113  -1.45903471
   0.01439069  -2.03977238   1.15099062  -0.89560584   3.96296098
   2.32085695   1.09675406   1.74354193   1.85252873   0.93604695
  -2.94391167  -0.86081274   0.9738015    2.75419675  -2.11797038
 -12.75565985  -1.80080212  -2.21203561   7.63716783   0.92114042
  -2.32336318   4.1261268    1.29063236  -1.01394262   0.59848515
  -0.20323395   1.7212323   -0.89077458   0.76780068  -0.30232151
  -2.44159514  -1.97064225  -0.21706567  -1.17518693   0.31176946
  -1.92534768   2.85705415   0.95828068  -3.15713969   1.51809014
   1.49215329  -0.86130341  -1.22757912   0.53162903  -0.13917484
   0.32559737   0.17153347  -1.29482258   1.49424179  -1.28779984
   0.97959837  -1.56598591   0.57919226  -0.11349798  -3.14329813
   3.81417374  -1.10815814  -0.93372679   5.7385975   -0.24693871]"
bank_holiday%1:28:00::,"[ -1.64720104e-01   2.63536647e-01  -8.01345973e-01  -1.86800893e-01
   5.67916377e-01   5.54700508e-01  -2.20306921e+00   2.85687333e+00
  -7.72069635e-01  -2.86821109e+00   1.29974427e+00   3.53036011e-01
   1.31568008e+00   1.45295515e+00   7.28366027e-01  -2.07890299e+00
   6.55173654e-01  -1.92340400e-01  -1.63241913e+00   1.37599554e+00
   2.24101000e+00   3.61532224e-01   1.52376809e+00  -9.64298297e-02
   1.19292124e+00  -1.81052928e+00   4.98226494e-01  -1.70758314e+00
  -1.02808222e+00   5.17051660e-01   2.62946109e-01   9.72263411e-01
  -9.45206175e-01  -1.06531376e+00  -1.72190013e-02   2.49708536e+00
   1.49936953e-01  -7.10898146e-01  -7.87689569e-01  -1.48111342e+00
  -1.73927892e+00  -2.48719699e+00   4.48857044e-01   1.30370726e+00
   9.73900456e-01  -7.29649516e-01   1.40045348e+00  -1.50138610e+00
   1.69730114e+00  -3.88189755e+00   5.43423380e-01  -9.00217755e-01
   1.47271120e+00   4.23716441e+00  -2.69364166e+00  -1.16048352e+01
  -3.34522499e-01  -1.11401800e+00   9.66847994e+00   3.33961689e+00
  -1.39258917e+00   2.75416124e+00   1.90831395e-01  -9.67384191e-02
   2.38629864e+00  -1.49130201e-01   2.45610200e-01   5.36900917e-01
   2.41199537e+00  -1.10424995e+00  -2.25540905e+00  -1.66289114e+00
  -5.79793042e-01  -8.31873199e-01  -4.01489907e-02   1.12006569e+00
  -4.85501203e-02  -2.46302986e-01  -4.36411572e+00  -9.20273438e-01
   3.36577280e+00  -1.15105087e+00  -1.16380594e+00   1.14374355e+00
  -5.47084306e+00  -7.86883908e-01  -8.29415713e-01   7.17087504e-01
  -3.03128219e-01  -6.53844255e-01  -9.46853691e-01   4.68366196e-01
  -4.20257745e-01  -1.00597466e-02  -4.86539563e+00   1.02303199e+00
   6.81770582e-01  -4.66528010e-01   2.95548938e+00   1.08813909e+00]"
holiday_season%1:28:00::,"[ -0.96152917   1.34920055   0.09378394  -1.21720646  -2.0309869
   2.25866967  -2.82217514   2.22187654  -0.63689667  -2.25349584
   0.28224147  -0.64854767   2.86876339   0.46938951   1.05301406
  -2.54730778   0.73479053   0.50223965  -2.97358754   2.64797702
   2.33878921  -0.44425389   0.99515555   0.98101655   0.57923183
  -1.13116118  -1.26356288  -1.76122175   0.49946311  -1.59404006
  -1.29957815   1.87368172  -0.72465523  -0.99231358  -0.8531195
   1.53635292  -0.48787626   1.29855861  -0.17504902  -2.73176752
  -2.83288847  -1.58981291   1.27930696  -0.67356773  -1.24351547
  -0.71604743   1.82676868  -1.885719     1.31731053  -4.06246907
  -0.4876476   -1.64728579   0.79480058   5.5435508   -2.04185309
 -12.28776727   0.51507138   0.64173501  10.2028391    2.9177326
  -1.85755289   6.15039677  -0.03015711  -0.69854697   2.88586354
   0.77740481   0.92180628  -0.48558428   2.26141677  -1.859285
  -2.15886738  -2.94186753  -0.89503764  -1.87061429   0.14738828
   1.33812376  -0.82773862  -0.82605541  -4.60187483  -1.23894331
   2.79754991  -1.58538972  -1.9494355    0.75656413  -7.35967699
  -0.48143785  -1.03365029  -0.37704263  -1.60411287  -2.31716972
  -0.58102594   0.27320831   1.43434331  -1.02699301  -6.76637591
  -0.50525277  -0.12596968   0.29246611   1.73990142   0.79705518]"
hearth%1:06:00::,"[ -9.33025553e-01   1.34990210e+00   2.25517349e+00   2.08335618e-01
   4.05249160e-01   1.93717581e+00  -1.24669404e+00   6.54264035e-01
  -3.49479153e-01   9.16248165e-01  -2.73345541e-02  -7.94627238e-01
   1.35504727e+00   4.59802975e-01  -1.10318024e-01  -4.88269834e-01
   1.56589327e+00   2.86909888e-01  -1.55004778e+00  -1.20380968e+00
   4.18455182e-01   1.63407611e-01   1.55299231e-02   2.10608449e-03
   3.13871520e+00  -1.25233885e+00  -1.97426851e+00  -3.30859870e-01
  -1.88149698e+00  -1.85247847e+00   1.59608032e-01   9.99108069e-01
   1.20164105e+00   1.54813276e+00   9.44251120e-02   1.70874648e+00
  -8.68224837e-02   1.04828296e+00   1.25970596e+00  -1.23871343e+00
   7.42014032e-02  -1.19729494e+00   8.38177845e-01  -3.45816838e-01
   1.23442728e+00   7.14215994e-01   1.89608818e+00   2.31619220e-01
   1.27916433e+00  -2.04178859e+00  -7.51079223e-01  -3.65705465e-01
   9.12940063e-01   3.69617671e+00  -1.21609887e+00  -8.93391077e+00
   2.51826033e-01  -1.41924603e+00   3.10917366e+00   1.44750759e+00
   2.29422539e-01   2.90702333e+00  -1.12579918e-01   4.58777669e-01
   1.96662714e+00   3.21341064e-02   3.12217295e+00  -6.02858510e-01
  -1.21634096e-01  -1.95903802e+00   9.36633659e-01  -2.14751018e-01
   4.32516361e-01  -8.63026461e-01   4.59970176e-01   6.03071949e-01
   6.27164791e-01  -5.38892654e-01  -2.53304261e+00   3.89516013e-01
   1.64442194e+00   1.01057670e+00  -4.60536994e-01   1.08771494e+00
  -2.33943619e+00   5.27058542e-02  -9.02105058e-02  -9.71434319e-01
   2.33367849e-02  -1.92522358e+00   8.64163436e-01  -1.40732546e+00
   6.10832084e-01   1.61836033e+00  -2.37107349e+00  -2.96413819e+00
  -3.34526130e-01  -6.64334197e-01   3.29662405e+00   9.40614816e-01]"
hearth%1:06:01::,"[ -1.13383639e+00   1.41953358e+00   7.60530429e-01  -4.09704695e-03
  -6.85330422e-01   5.35331590e-01  -8.40250714e-01   1.34416330e+00
  -5.82546469e-01   1.83501740e-01   1.14054509e+00  -1.87463969e-01
   1.35938152e+00   1.41725879e+00   4.20216121e-01  -9.45695361e-01
   8.75513029e-01   8.45311033e-01  -1.83438652e+00  -1.12807738e+00
   1.07982376e+00  -5.49649109e-01   3.28600340e-01  -1.85452463e-01
   1.96864416e+00  -8.49053585e-01  -1.49874680e+00  -1.16910249e+00
  -5.39390193e-01  -5.18081959e-01  -9.71345154e-02   7.81166519e-01
   9.83603238e-01   1.04327527e+00   5.68292104e-01   1.45066274e+00
  -8.90727041e-01  -5.65606872e-01   1.27918210e+00  -3.21932211e-01
  -6.68863859e-01  -2.09304321e+00   7.15884214e-01  -1.25688988e+00
   1.64028791e+00  -5.69553092e-01   5.87092432e-01  -5.43953856e-01
   1.01348376e+00  -2.03854137e+00  -3.07313425e-01  -1.59147591e+00
   4.62391566e-01   4.00433713e+00  -1.89283288e+00  -1.10929900e+01
  -1.87503070e-01  -2.01513321e+00   7.29787669e+00   2.55634786e+00
  -1.27292382e+00   3.18372786e+00   2.44730670e-01   1.97295570e+00
   2.28344673e+00  -3.55674158e-01   1.90246374e+00   7.09971554e-02
  -3.52707713e-01  -1.51603980e+00  -4.15440395e-01  -1.03447552e+00
   1.52264539e-01  -1.53054242e+00  -3.84259355e-01  -1.03189118e+00
   1.08497118e+00   2.67124655e-01  -2.39007306e+00  -3.72957581e-01
   2.21185437e+00  -2.96580452e-01  -2.42027553e+00   4.52086263e-03
  -2.88338566e+00  -2.94480371e-01   1.79995437e+00  -1.06220283e-01
   2.34491081e-01  -6.75297509e-01   6.56257931e-01  -1.04055993e+00
  -7.92380400e-01   2.08076100e+00  -1.60259162e+00  -3.24427708e-01
   6.71571041e-01  -7.03425352e-01   2.83516858e+00   6.03539406e-01]"
hearth%1:15:00::,"[ -9.46699608e-01   7.93098179e-01   1.52049973e+00   1.25789856e+00
   1.36933546e+00   9.92327990e-01  -1.29245492e+00   1.78743000e+00
   4.38095219e-01   4.87424192e-01   1.03346832e+00   5.17029534e-02
   1.15996556e+00   1.23543864e-01   2.05809446e+00  -6.46170119e-01
   9.94183042e-01   1.28835456e-02  -1.67960038e+00  -1.11389311e+00
   1.32366982e+00   1.94048409e+00   1.18300905e+00  -3.44699741e-01
   1.94662174e+00  -7.90642161e-01  -1.80275891e+00  -1.15220574e+00
  -1.38823516e+00  -9.53500677e-01  -4.17076006e-01   2.35013348e-01
   1.30986180e+00   1.14129252e+00   1.40144251e-01   1.01130408e+00
   3.77354449e-01  -7.74264550e-02   3.48544678e-01   1.15144161e+00
  -3.77244234e-01  -1.72966759e+00   5.75492808e-01  -5.95212032e-01
   1.22403732e+00   1.01062754e-01   7.38740587e-01   8.87469575e-02
   7.24323684e-01  -8.99753530e-01  -6.22384429e-01  -1.52525621e-01
   5.94468536e-01   4.18431254e+00  -1.43128097e+00  -8.94210613e+00
   3.63723075e-01  -1.57958325e+00   5.55239537e+00   1.45230801e+00
  -3.45655976e-05   2.88067674e+00   2.02951837e-01   1.14376861e+00
   2.31449404e+00   3.52800837e-01   2.42468183e+00  -1.15760862e+00
  -9.94557370e-02  -1.47657606e+00  -1.92155682e-03  -1.94462026e-01
   1.23480408e+00  -2.23589084e+00   5.20231129e-01  -7.14103503e-01
   1.03230592e+00   8.53290422e-01  -1.62015056e+00  -2.13938633e-01
   2.22833132e+00   1.16728787e+00  -1.60372561e+00   5.28310759e-01
  -1.53784395e+00   5.89226865e-01   1.30119380e+00  -4.49821440e-01
  -1.56617673e-02  -4.28707167e-01   2.72372914e-01  -9.70081411e-01
  -1.54410904e+00   1.00292866e+00  -1.52311219e+00  -4.08860939e-01
  -3.14804914e-01   4.26973548e-01   3.16797423e+00   8.44105470e-01]"
spade%1:06:00::,"[ -1.37283119e+00   1.96781052e+00   1.00123395e+00  -1.28944597e+00
   2.78979676e-02   5.92290968e-01  -3.73133179e-01   1.11852274e+00
  -3.45959510e-01   3.98491408e-01   8.81081470e-01   5.22580004e-01
   2.11896586e+00   1.03662667e-01   6.18051657e-01  -5.88006003e-01
   8.59874209e-01   9.98365781e-01  -1.73009552e+00  -1.55131777e+00
   1.74802602e+00   9.10023479e-01   6.15600107e-01  -2.95762640e-01
   2.38491868e+00   9.61518209e-01  -2.45986565e+00  -1.28799943e+00
  -3.71559113e-02  -7.14461256e-01   3.24529827e-01   1.29439303e+00
  -1.19879998e-01  -1.80013346e-01   8.59965894e-01   8.63055664e-01
  -1.94391987e-01   7.10733022e-03   1.20250545e+00   1.17946598e-01
  -1.26940383e+00  -1.79025180e+00   1.07335424e+00  -1.62051576e+00
  -1.39089783e+00   4.02916977e-01  -2.61602955e-01   2.21995675e-01
   5.43085848e-01  -2.55140932e+00  -7.99839351e-01  -1.59360616e-01
   1.03170064e+00   5.07037362e+00   2.06923170e-01  -9.57344175e+00
  -1.50175277e-01   8.40293997e-02   6.85474770e+00   1.48071150e+00
   1.06581175e+00   4.13987841e+00  -1.17209461e+00   2.96570526e+00
   2.58920867e+00   3.57164104e-01   1.36037349e+00   5.30571203e-01
   1.61321184e-02  -2.49359359e+00   5.17226222e-01  -8.89379309e-01
   6.54158986e-01  -1.37733532e+00   1.44038018e+00  -5.45711395e-01
  -5.97193559e-01   2.23417862e-01  -1.22879182e+00   5.78148277e-01
   3.39492030e+00   1.84728748e+00  -3.52066870e+00  -1.82752008e-01
  -3.74588028e+00  -1.37349977e+00   2.17557846e+00  -2.15670776e-01
  -8.26837947e-01  -1.25698090e+00  -3.50297244e-01  -7.43399676e-01
  -5.90470393e-01   4.13507960e-01  -1.28750930e+00  -1.98107636e+00
  -4.85034015e-01  -9.79440757e-01   2.84478831e+00   1.36835607e-01]"
